[SECTION];metadata
key;value
schema_version;1
name;Мой проект
task_number;
description;
status;draft

[SECTION];objects
type;name;sort_order;params;results;is_valid;validation_errors
Труба DN76 №43;4;self_regulating;ТЛТ-10;"{""cable_mark"": null, ""pipe_length"": 151.9, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": 10.0, ""process_temperature"": 40.0, ""required_power_per_meter"": 6.505}";"{""current"": 7.595, ""voltage"": 220.0, ""total_power"": 1670.9, ""cable_length"": 167.09, ""selected_cable"": ""ТЛТ-10""}"
Труба DN27 №47;4;self_regulating;ТЛТ-40;"{""cable_mark"": null, ""pipe_length"": 311.6, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": 10.0, ""process_temperature"": 90.0, ""required_power_per_meter"": 18.45}";"{""current"": 62.32, ""voltage"": 220.0, ""total_power"": 13710.4, ""cable_length"": 342.76, ""selected_cable"": ""ТЛТ-40""}"
Шар. бак №10;4;self_regulating;ТЛТ-15;"{""cable_mark"": null, ""pipe_length"": 1.0, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": -10.0, ""process_temperature"": 40.0, ""required_power_per_meter"": 9.186}";"{""current"": 0.075, ""voltage"": 220.0, ""total_power"": 16.5, ""cable_length"": 1.1, ""selected_cable"": ""ТЛТ-15""}"
Труба DN108 №56;4;self_regulating;ТЛТ-60;"{""cable_mark"": null, ""pipe_length"": 255.2, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": -30.0, ""process_temperature"": 100.0, ""required_power_per_meter"": 53.062}";"{""current"": 76.56, ""voltage"": 220.0, ""total_power"": 16843.2, ""cable_length"": 280.72, ""selected_cable"": ""ТЛТ-60""}"
Цил. бак №5;4;self_regulating;ТЛТ-50;"{""cable_mark"": null, ""pipe_length"": 5.0, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": -10.0, ""process_temperature"": 60.0, ""required_power_per_meter"": 37.554}";"{""current"": 1.25, ""voltage"": 220.0, ""total_power"": 275.0, ""cable_length"": 5.5, ""selected_cable"": ""ТЛТ-50""}"
Прям. бак №14;4;self_regulating;ТЛТ-50;"{""cable_mark"": null, ""pipe_length"": 2.0, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": -20.0, ""process_temperature"": 100.0, ""required_power_per_meter"": 36.99}";"{""current"": 0.5, ""voltage"": 220.0, ""total_power"": 110.0, ""cable_length"": 2.2, ""selected_cable"": ""ТЛТ-50""}"
Цил. бак №23;4;self_regulating;ТЛТ-50;"{""cable_mark"": null, ""pipe_length"": 3.0, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": -40.0, ""process_temperature"": 40.0, ""required_power_per_meter"": 41.4}";"{""current"": 0.75, ""voltage"": 220.0, ""total_power"": 165.0, ""cable_length"": 3.3, ""selected_cable"": ""ТЛТ-50""}"
Цил. бак №29;4;self_regulating;ТЛТ-30;"{""cable_mark"": null, ""pipe_length"": 4.0, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": -30.0, ""process_temperature"": 80.0, ""required_power_per_meter"": 25.161}";"{""current"": 0.6, ""voltage"": 220.0, ""total_power"": 132.0, ""cable_length"": 4.4, ""selected_cable"": ""ТЛТ-30""}"
Прям. бак №33;4;self_regulating;ТЛТ-10;"{""cable_mark"": null, ""pipe_length"": 3.0, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": 10.0, ""process_temperature"": 40.0, ""required_power_per_meter"": 4.15}";"{""current"": 0.15, ""voltage"": 220.0, ""total_power"": 33.0, ""cable_length"": 3.3, ""selected_cable"": ""ТЛТ-10""}"
Труба DN108 №54;4;self_regulating;ТЛТ-50;"{""cable_mark"": null, ""pipe_length"": 62.1, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": 10.0, ""process_temperature"": 60.0, ""required_power_per_meter"": 40.155}";"{""current"": 15.525, ""voltage"": 220.0, ""total_power"": 3415.5, ""cable_length"": 68.31, ""selected_cable"": ""ТЛТ-50""}"
Труба DN325 №58;4;self_regulating;ТЛТ-50;"{""cable_mark"": null, ""pipe_length"": 278.1, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": -40.0, ""process_temperature"": 50.0, ""required_power_per_meter"": 36.835}";"{""current"": 69.525, ""voltage"": 220.0, ""total_power"": 15295.5, ""cable_length"": 305.91, ""selected_cable"": ""ТЛТ-50""}"
Цил. бак №3;4;self_regulating;ТЛТ-25;"{""cable_mark"": null, ""pipe_length"": 4.0, ""cable_catalog"": [{""brand"": ""ТЛТ"", ""model"": ""ТЛТ-10"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 10}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-15"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 15}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-20"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 65, ""min_temperature"": -40, ""power_per_meter"": 20}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-25"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 25}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-30"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 85, ""min_temperature"": -50, ""power_per_meter"": 30}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-40"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 40}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-50"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 110, ""min_temperature"": -50, ""power_per_meter"": 50}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-60"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 60}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-75"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 120, ""min_temperature"": -55, ""power_per_meter"": 75}, {""brand"": ""ТЛТ"", ""model"": ""ТЛТ-100"", ""source"": ""builtin"", ""voltage"": 220, ""max_temperature"": 150, ""min_temperature"": -60, ""power_per_meter"": 100}], ""safety_factor"": 1.1, ""supply_voltage"": 220.0, ""ambient_temperature"": -10.0, ""process_temperature"": 40.0, ""required_power_per_meter"": 18.71}";"{""current"": 0.5, ""voltage"": 220.0, ""total_power"": 110.0, ""cable_length"": 4.4, ""selected_cable"": ""ТЛТ-25""}"
